"V1","V2","V3","V4","V5","V6"
0.961986988337541,0.989370970059887,0.980562121075442,0.937909137105471,0.983023131806701,0.96671928146843
0.815245801680949,0.960584320790856,0.970596534838852,0.714450781268299,0.934967484793018,0.950713140602522
0.96902914202715,0.914168512118572,0.984562257065386,0.944464866583715,0.868626043797371,0.9740503109787
0.96975600363937,0.98776494409052,0.992654612633447,0.950967009320386,0.979459752780944,0.9869510804162
0.891084074631237,0.919445209007557,0.990550132114271,0.819723553519702,0.866373306814025,0.983291000605107
0.961090400836244,0.96908921180951,0.989681408265968,0.941323417234243,0.948434158831034,0.982325845896929
0.947991426583943,0.950235463833671,0.986001096779494,0.909356061711573,0.915167769220635,0.975495431623669
0.924228217437347,0.950502048084476,0.97463109166056,0.86790592351126,0.914817507828391,0.955683653095221
0.970458730933604,0.961057032209437,0.990334855780981,0.947358723350736,0.934924083504854,0.983169637215373
0.972876538405728,0.989665987092016,0.988751755954995,0.957609927819695,0.98277889062597,0.980769906097506
0.849395129851101,0.979656217449992,0.978654913771251,0.765427491607516,0.963922529834953,0.964504080500464
0.966372947434088,0.984747555238666,0.992337098064094,0.944763430024692,0.974747602450097,0.987130609961667
0.94130934100055,0.977450855705936,0.974766601057855,0.894356641837887,0.962603428148206,0.956842158440636
0.940837030383864,0.983925951710277,0.917528289486725,0.916726360300852,0.972470489542796,0.864356692046598
0.950052396291171,0.947088026654963,0.98189711657529,0.911738631656098,0.909160186592715,0.968298637080174
0.798191648561595,0.972998925509592,0.97722428408925,0.681529442100574,0.952568844121019,0.961054468833255
0.966936256507322,0.985689715800614,0.991796709820616,0.944245689821624,0.97556061717639,0.985471031942023
0.972935327631927,0.976671904596124,0.685579757374402,0.955182815984044,0.959573681497224,0.552679918414308
0.957643504304122,0.953977270593159,0.981471060007921,0.924691699143812,0.922189900441263,0.967976172877017
0.944142899322901,0.989818287111902,0.973780755906292,0.909828413665577,0.982493523179161,0.954615810276848
0.750824076622665,0.978782683228811,0.984844082089502,0.614079092001666,0.96435231691862,0.974389606987217
0.972982473290879,0.989830585900794,0.976007871650238,0.954752483634239,0.982243730572335,0.957656616039645
0.958600821555227,0.940919158091656,0.926758319083798,0.933845461949107,0.898523832960106,0.878608675364886
0.969373199809995,0.548426700851114,0.988013158953427,0.950918877903078,0.396372977846627,0.97959180407972
0.963383485265207,0.987923902293082,0.99214690656646,0.937525327048128,0.97878661424357,0.986569014749629
0.971336818482004,0.985196052230141,0.992160077158038,0.953369348503628,0.973663559262061,0.986452957809512
0.904344103077007,0.777760214849968,0.990039630966014,0.859507954354004,0.661667703267326,0.983736472885962
0.969619051649946,0.989918905333295,0.973702835672744,0.950731214073587,0.98258546324608,0.954492150805453
0.974464917017805,0.957658515384968,0.99262202413147,0.964181759996755,0.931463460775109,0.987153783329809
0.938778840267406,0.980890684748859,0.99337094429671,0.901001650553117,0.967929225071514,0.988699346616053
0.894488150712398,0.966732857542585,0.993455956738881,0.822919788959357,0.943488824920771,0.988660906667524
0.957408535790518,0.987935921343209,0.981542622878842,0.933982667138767,0.980239961359759,0.967906542326668
0.966885578978791,0.97478382524744,0.991126428809229,0.947479108233987,0.957464010783484,0.985313833791927
0.873116927597979,0.953256937109669,0.993573930644403,0.802046304976812,0.922260592257415,0.988731331571667
0.960613874902066,0.943204591618425,0.782501909699136,0.92945727449183,0.901159047314124,0.670344606689933
0.973766037940806,0.977959931699094,0.917581984721178,0.953526361710694,0.963191242206907,0.861481862920402
0.962096487968374,0.986088063815316,0.975561233341397,0.944392908081631,0.975908503942702,0.957573648350629
0.940886178314702,0.989334346866249,0.977285064158975,0.900032906494428,0.981214252157239,0.960808783977615
0.92923889043442,0.910753724045832,0.98174326901098,0.881369216822218,0.853384719268049,0.96958002757207
0.866513084291706,0.947098086944534,0.985988297359318,0.791936456487434,0.910203040272241,0.975816063262402
0.972177236403771,0.984700572099714,0.989141055545366,0.952974448691995,0.973443333230314,0.980787767132764
0.938281608066878,0.984392950618284,0.982354710743201,0.895766683839169,0.973262045638579,0.97034592234909
0.968834017490268,0.988592469071563,0.98965068037788,0.947552717251528,0.980403269801392,0.982324554654775
0.916324241889926,0.989989562920601,0.903680279651749,0.864461213208303,0.983430150367738,0.842024239509192
0.96630376221597,0.989108589755933,0.988998912953758,0.942313189153041,0.981162234608377,0.981650934825642
0.970949023286326,0.985237337245996,0.979373487902048,0.950100609395317,0.97619602789537,0.964016349763161
0.955752499876159,0.985655844926194,0.31002849653771,0.927505129916378,0.974868469503787,0.201696035993025
0.952057573702184,0.947155684270961,0.965632380084089,0.917702394152131,0.910470742644295,0.942211326069556
0.962128048935822,0.979968516594937,0.98735824244274,0.935201986715216,0.965438605455062,0.978489586925375
0.801241318323377,0.989574480988782,0.979512280457927,0.699654982118724,0.982235803945372,0.964556228622802
0.946458355459557,0.971753657788461,0.990187681699172,0.911094955914553,0.953524787600994,0.982808403308834
0.839402664776125,0.983968353940513,0.990921015780665,0.742733874740181,0.971599700162861,0.984809841103036
0.972585608552408,0.918244745769851,0.991417741851024,0.95089640432213,0.866137014557169,0.984467412957323
0.705407680213229,0.636819898852623,0.99265744684902,0.581148521970027,0.49956028607487,0.987620393966108
0.970598735003472,0.938189965856886,0.987858441214738,0.95256307241328,0.894021499396821,0.979802002139392
0.975536002015011,0.989830372524682,0.958268838717459,0.957134606890328,0.982264396677924,0.928076503679041
0.774130653343987,0.986765016016544,0.985711112813063,0.654013182745141,0.976893376723058,0.975537896766841
0.943188038327244,0.985977953079466,0.946033365852088,0.902152604704175,0.976910695454286,0.908784186772277
0.902936679262572,0.982131068678612,0.97614647000009,0.837784859074473,0.967378178664277,0.959516353745464
0.964771127299762,0.981452270718086,0.992034908246503,0.941533298251057,0.966486311623016,0.986316566671843
0.858360857398545,0.986812634941356,0.983170053945546,0.794727176179486,0.976512951681667,0.971437294617203
0.878800536172167,0.986879498332011,0.987126046058336,0.80422320435779,0.976883621858337,0.978426149111847
0.561613896858907,0.987069602158832,0.99161040719689,0.409383754157188,0.977983596174619,0.985053423119193
0.941399823574568,0.988515430646511,0.993606001720374,0.894866294542616,0.981232782178887,0.988685460862696
0.879449601756918,0.987155820929847,0.986235433375714,0.810700048336248,0.978879079080666,0.976282343356365
0.969404554696618,0.983171263314458,0.707906161872771,0.953303881446422,0.969763748790705,0.589389059409713
0.914569379530321,0.964151171428767,0.99257558125123,0.863141071292927,0.938567880664963,0.987106860500169
0.857066925632976,0.983967660056188,0.900827858622176,0.762845789625724,0.973176846852277,0.839335934479495
0.944856318107268,0.978334623538939,0.99286554955077,0.907922424861716,0.964108756979671,0.988078366624387
0.957563138472627,0.984155380055075,0.993548902315801,0.936361675751987,0.973893809960466,0.98941298913673
0.973257410238247,0.983486045949256,0.990239233175507,0.957194875607637,0.97028176339059,0.983498158792289
0.824278890890084,0.975945432455264,0.993766046636439,0.734320673530053,0.956836051782468,0.989139916430524
0.577089040778266,0.98111411416356,0.993640602699996,0.419427480128535,0.968176282658065,0.989649953348717
0.968554351976027,0.959780327911681,0.971664773498354,0.946893733742471,0.933103285153082,0.950429213679621
0.973042488568202,0.961446275079808,0.839209562028218,0.956770708969775,0.936607810931788,0.748293994141949
0.974361959223683,0.989491699052354,0.99270400431381,0.954708246119717,0.982168374835914,0.987615044030303
0.962583995741069,0.976696150352421,0.990204940216332,0.936605306016054,0.962766196675942,0.982480015689252
